Record_ID,Country,Year,Population,Disease_Name,Cases_Reported,Deaths_Reported,Recovered,Vaccination_Coverage_Pct,Healthcare_Expenditure_PctGDP,Urbanization_Rate_Pct,Avg_Temperature_C,Avg_Humidity_Pct
292,Indonesia,2013,248727993,COVID-19,10526264,59499,10285068,0.0,4.43,43.7,23.0,80.6
293,Indonesia,2014,256437342,Zika,50143,33,49918,49.06,2.56,26.66,23.2,73.1
294,Indonesia,2015,267068456,Dengue,696292,6359,677999,75.53,3.63,46.7,27.6,82.6
295,Indonesia,2016,263406232,Ebola,3864,1096,2737,69.44,2.91,27.89,27.7,83.6
296,Indonesia,2017,258880760,Influenza,585723,1304,568791,46.68,2.12,61.9,28.1,84.2
297,Indonesia,2018,275170139,COVID-19,22348103,317678,21651978,0.0,2.56,41.55,22.3,80.2
298,Indonesia,2019,268701681,Malaria,1302867,24787,1234333,44.81,4.56,28.75,24.5,79.1
299,Indonesia,2020,270724242,Dengue,182955,2797,172807,55.87,6.03,63.67,25.4,83.4
300,Indonesia,2021,277350228,Influenza,1371375,1662,1357721,65.42,4.84,61.17,23.6,82.5
301,Indonesia,2022,270838360,Measles,189286,3681,179418,91.24,4.09,42.13,27.5,73.7
302,Indonesia,2023,281154886,Malaria,2125627,21829,2076215,71.99,2.73,40.75,27.5,75.4
303,Indonesia,2024,282713003,Dengue,1126150,15424,1064170,77.67,3.51,50.84,27.5,71.4
304,Indonesia,2025,280792146,Hepatitis A,446352,531,430430,92.39,6.23,52.06,27.6,82.0
305,Turkey,2007,71931764,Yellow Fever,32082,1880,30156,32.58,4.89,58.56,12.1,47.9
306,Turkey,2008,76697614,Influenza,49477,68,47162,42.38,5.21,20.46,11.4,44.3
307,Turkey,2009,77103488,Hepatitis A,112398,92,109102,45.45,6.31,20.63,13.3,46.7
308,Turkey,2010,77203097,Measles,98747,2642,91260,74.84,6.06,38.34,21.4,51.0
309,Turkey,2011,75126730,Ebola,4543,1068,3350,55.98,7.42,28.5,11.0,69.4
310,Turkey,2012,76955615,Ebola,2988,944,1911,49.28,5.45,28.96,13.0,69.5
311,Turkey,2013,79937733,Yellow Fever,25750,1159,23968,11.16,7.07,24.86,13.8,57.4
312,Turkey,2014,80260844,Influenza,18527,26,18046,65.63,5.17,42.41,17.6,59.0
313,Turkey,2015,82093416,Zika,22856,6,22044,67.03,4.54,52.21,17.3,43.8
314,Turkey,2016,81620179,Ebola,5064,1045,4012,42.48,7.35,35.7,21.1,40.9
315,Turkey,2017,81178089,COVID-19,1299504,13533,1283543,0.0,6.63,39.01,17.7,54.7
316,Turkey,2018,82779595,Dengue,163033,1338,156684,59.98,5.74,42.36,22.7,67.6
317,Turkey,2019,81996417,Zika,11546,7,11293,59.1,4.31,57.07,17.6,50.5
318,Turkey,2020,83568143,Zika,20840,10,19853,54.74,6.55,56.4,22.8,71.7
319,Turkey,2021,82599621,Hepatitis A,105210,146,103660,55.79,4.64,50.91,13.5,48.3
320,Turkey,2022,84380383,Influenza,240536,382,238038,86.89,7.86,41.86,10.3,70.1
321,Turkey,2023,85496247,Malaria,408676,8104,398107,76.53,6.32,54.88,17.9,57.4
322,Turkey,2024,85429713,Malaria,141113,2596,136723,72.42,5.96,36.86,24.2,51.1
323,Turkey,2025,86941219,Yellow Fever,28276,1839,26360,36.7,6.69,31.38,15.8,62.4
324,Saudi Arabia,2007,31095009,COVID-19,1671357,22644,1635324,0.0,4.19,34.27,22.2,32.9
325,Saudi Arabia,2008,30278168,Dengue,47749,276,46469,80.11,4.74,34.7,20.4,35.2
326,Saudi Arabia,2009,31919109,Influenza,101499,209,97810,83.6,3.6,41.53,21.0,25.2
327,Saudi Arabia,2010,32254478,Hepatitis A,41797,52,39850,93.58,2.99,51.56,12.5,28.0
328,Saudi Arabia,2011,31328416,Yellow Fever,14444,518,13243,32.54,3.33,53.59,15.7,28.6
329,Saudi Arabia,2012,33282275,Cholera,27261,666,25971,40.57,2.67,34.55,20.4,33.7
330,Saudi Arabia,2013,33107590,Yellow Fever,16455,1042,15376,10.15,5.1,33.61,15.9,27.4
331,Saudi Arabia,2014,32337286,Zika,5043,3,4795,55.46,3.8,39.35,23.5,25.3
332,Saudi Arabia,2015,33172973,Measles,27739,367,26720,65.72,4.34,25.22,23.4,29.9
333,Saudi Arabia,2016,34056145,Ebola,653,120,504,72.21,4.92,63.72,17.9,31.4
334,Saudi Arabia,2017,33453263,Yellow Fever,6192,156,5894,28.31,4.4,48.28,14.0,33.2
335,Saudi Arabia,2018,34631862,COVID-19,860687,4927,814796,0.0,3.91,37.95,12.7,39.3
336,Saudi Arabia,2019,35386065,Yellow Fever,8623,510,8057,26.62,6.16,43.07,17.3,37.7
337,Saudi Arabia,2020,35210715,Ebola,3458,1050,2248,69.0,5.24,23.78,17.0,21.6
338,Saudi Arabia,2021,36376959,Ebola,1805,413,1327,84.71,3.78,46.35,21.5,20.3
339,Saudi Arabia,2022,35022723,Ebola,2183,781,1382,50.18,5.74,47.18,23.1,22.1
340,Saudi Arabia,2023,35833210,Zika,14615,9,13903,77.13,6.02,23.94,12.0,23.8
341,Saudi Arabia,2024,35739819,Dengue,3718,37,3660,89.63,5.69,40.04,17.3,20.4
342,Saudi Arabia,2025,36126169,Ebola,3083,825,2214,66.81,4.43,46.6,19.2,33.6
343,Iran,2007,71006753,Ebola,4480,1041,3403,79.94,4.35,39.71,17.6,60.6
344,Iran,2008,75220373,COVID-19,3124935,20804,3071756,0.0,5.45,23.88,17.2,46.1
345,Iran,2009,72613425,Influenza,115386,248,114954,43.5,4.15,47.79,11.8,47.8
346,Iran,2010,76423176,Measles,97982,2537,90729,86.45,6.87,55.17,19.1,70.0
347,Iran,2011,73804603,Malaria,232860,5565,223400,47.58,6.24,39.76,16.2,66.9
348,Iran,2012,76527986,Cholera,109677,1389,105937,90.49,6.49,62.83,17.7,63.9
349,Iran,2013,78670436,Dengue,113582,756,109564,93.78,6.9,55.96,23.1,74.0
350,Iran,2014,79038288,Yellow Fever,20622,724,19337,31.53,5.26,51.39,23.3,67.4
351,Iran,2015,80776824,Yellow Fever,21721,887,20144,0.94,6.45,44.3,13.9,69.1
352,Iran,2016,82091778,Measles,43516,816,40562,88.19,6.95,45.45,23.4,62.0
353,Iran,2017,79272477,Zika,20669,13,20187,48.06,4.13,38.54,11.4,54.9
354,Iran,2018,81101751,Influenza,241623,358,229507,85.31,2.72,25.72,20.7,44.5
355,Iran,2019,80294979,Zika,4892,2,4853,60.43,6.96,33.65,17.3,67.7
356,Iran,2020,82610349,Influenza,122978,149,120048,58.58,3.89,57.55,22.5,44.6
357,Iran,2021,83633516,Influenza,362760,778,345839,80.48,5.23,58.97,20.6,60.0
358,Iran,2022,82757073,Measles,6827,193,6573,60.66,5.93,31.04,20.6,71.1
359,Iran,2023,85687093,Ebola,4556,1738,2695,55.69,2.91,54.57,12.3,73.3
360,Iran,2024,88759769,Influenza,138387,154,134103,53.01,4.54,42.7,24.2,49.4
361,Iran,2025,86747469,COVID-19,4872689,43892,4808355,95.0,3.02,63.56,15.6,74.5
362,Egypt,2007,89213570,Cholera,82577,1791,77320,60.91,3.76,48.45,18.8,30.2
363,Egypt,2008,90704966,Dengue,16812,209,15809,74.93,6.9,51.85,14.1,33.2
364,Egypt,2009,91204498,COVID-19,3611986,45637,3469163,0.0,5.94,49.21,11.2,20.6
365,Egypt,2010,91524807,Ebola,4254,821,3429,55.46,6.61,36.1,11.3,32.3
366,Egypt,2011,91702271,Measles,96548,1472,92661,65.97,2.97,53.25,20.1,32.1
367,Egypt,2012,92094242,Influenza,267047,406,263264,70.81,4.27,62.21,19.6,38.9
368,Egypt,2013,94126879,Dengue,158999,1603,154882,61.55,3.67,59.6,22.1,39.8
369,Egypt,2014,95649413,Cholera,59414,995,57676,45.93,3.19,35.34,10.8,26.7
370,Egypt,2015,98655181,Cholera,113839,1433,107175,64.31,3.51,48.18,11.0,33.6
371,Egypt,2016,100077999,Zika,21273,6,20575,77.17,2.13,43.27,18.8,22.2
372,Egypt,2017,96431404,Dengue,152795,860,149554,63.97,6.8,53.95,14.7,37.7
373,Egypt,2018,98842356,Influenza,13815,14,13663,89.97,5.93,35.37,20.0,33.9
374,Egypt,2019,99966940,Ebola,411,84,323,74.32,3.2,53.06,24.3,26.6
375,Egypt,2020,100067576,Yellow Fever,9775,267,9412,6.97,6.43,52.35,15.1,31.1
376,Egypt,2021,101017769,Influenza,420898,535,416757,68.98,6.0,48.04,16.5,34.2
377,Egypt,2022,106698207,Malaria,102455,2248,96163,58.02,2.27,55.8,23.1,37.0
378,Egypt,2023,103257316,Hepatitis A,96052,85,94172,78.2,5.58,42.27,14.0,28.0
379,Egypt,2024,104276910,Hepatitis A,18708,23,18410,68.54,3.15,21.85,17.7,26.7
380,Egypt,2025,106617392,Ebola,889,265,590,90.96,2.49,23.21,10.6,24.0
381,Nigeria,2007,178289684,Cholera,68069,1764,65346,59.06,6.98,62.56,28.6,66.5
382,Nigeria,2008,182953263,Dengue,569232,7304,553018,50.33,5.85,51.41,23.7,55.7
383,Nigeria,2009,180642773,Zika,68166,36,67109,72.28,4.84,21.45,23.1,74.2
384,Nigeria,2010,189836358,COVID-19,1086661,8660,1068688,0.0,5.37,27.99,28.6,61.1
385,Nigeria,2011,183488718,Dengue,523567,3230,506294,66.3,2.34,62.98,28.9,44.5
386,Nigeria,2012,193866090,Cholera,120440,3223,113575,53.58,3.64,45.62,25.9,56.2
387,Nigeria,2013,189694882,Dengue,846132,8200,799398,50.09,4.84,37.71,29.6,48.4
388,Nigeria,2014,195552678,Influenza,688002,639,660994,57.93,4.25,31.37,26.0,56.2
389,Nigeria,2015,198067267,Malaria,693423,8028,662616,79.25,4.19,41.19,24.2,45.6
390,Nigeria,2016,194128258,Dengue,122313,1154,120867,74.91,4.61,49.81,27.3,43.6
391,Nigeria,2017,201119690,Measles,275046,6523,267655,93.56,2.48,57.59,27.3,65.3
392,Nigeria,2018,197187503,Dengue,261724,2210,254422,65.23,2.33,56.68,27.2,52.9
393,Nigeria,2019,202872432,Malaria,1185981,21221,1109935,82.43,2.66,27.89,28.1,64.1
394,Nigeria,2020,200038139,Ebola,437,72,356,53.4,2.4,26.19,26.0,47.1
395,Nigeria,2021,202291412,Yellow Fever,64638,3592,60114,50.95,6.23,34.91,23.9,58.9
396,Nigeria,2022,212615359,Cholera,78423,2260,75671,49.55,4.74,55.79,23.6,57.8
397,Nigeria,2023,209841077,Yellow Fever,66915,4937,60646,56.71,4.21,42.74,27.9,66.6
398,Nigeria,2024,212839257,Ebola,9717,2613,7070,47.52,4.35,26.96,23.5,40.4
399,Nigeria,2025,214874618,Zika,95340,28,90869,48.93,5.81,63.07,28.2,66.3
400,South Africa,2007,51805701,COVID-19,1058800,12136,1032830,0.0,5.82,65.43,13.8,61.1
401,South Africa,2008,53210782,Influenza,109143,113,103750,76.22,5.53,54.24,16.2,70.7
402,South Africa,2009,53113495,Malaria,216769,5696,206545,62.93,5.15,57.93,12.6,46.5
403,South Africa,2010,52392780,Influenza,214416,356,207366,87.76,4.66,53.79,15.7,49.7
404,South Africa,2011,53087595,COVID-19,2222773,22693,2093159,0.0,5.06,59.58,21.4,61.2
405,South Africa,2012,55760968,COVID-19,304366,3845,287008,0.0,4.56,63.06,23.0,49.8
406,South Africa,2013,55421141,Cholera,20681,521,19824,64.44,6.43,57.0,19.2,42.8
407,South Africa,2014,57052926,Yellow Fever,20488,1298,19158,19.92,4.35,69.97,24.9,74.6
408,South Africa,2015,55955559,Ebola,2472,868,1493,82.15,4.88,52.73,17.1,71.4
409,South Africa,2016,58135934,Malaria,142357,3470,133727,75.97,7.14,73.99,16.6,48.2
410,South Africa,2017,55848134,Measles,10076,114,9693,89.65,7.92,54.59,15.5,63.8
411,South Africa,2018,58190105,Influenza,159582,165,154109,84.07,6.81,62.97,14.6,74.7
412,South Africa,2019,59634405,Malaria,188130,5404,180609,80.46,7.69,68.28,22.9,65.5
413,South Africa,2020,59563746,Measles,60760,1434,58734,89.97,5.58,48.93,21.3,60.3
414,South Africa,2021,60339359,Dengue,56488,680,54183,77.31,7.95,49.43,24.3,54.9
415,South Africa,2022,58727166,Influenza,20995,25,20458,77.84,7.82,64.58,15.6,64.2
416,South Africa,2023,62118630,Malaria,85638,1770,81417,55.05,6.98,68.83,12.7,56.9
417,South Africa,2024,60015105,Yellow Fever,11779,329,10957,21.56,7.28,64.55,21.3,47.3
418,South Africa,2025,62378311,Malaria,173133,5136,163616,60.0,6.18,57.69,24.2,40.0
419,Kenya,2007,48716898,Measles,36013,848,33972,61.57,2.18,26.38,28.8,47.5
420,Kenya,2008,47105777,Influenza,148191,193,142852,69.47,2.35,52.97,30.0,64.4
421,Kenya,2009,48586303,Cholera,79827,1605,75492,62.37,3.65,24.0,29.3,67.2
422,Kenya,2010,48081130,Influenza,233132,354,226613,78.53,6.33,44.82,26.9,71.4
423,Kenya,2011,50120514,Influenza,171877,319,165908,47.85,4.84,32.03,29.3,62.4
424,Kenya,2012,49117414,COVID-19,2210661,17701,2098132,0.0,6.74,38.29,24.5,43.2
425,Kenya,2013,49581164,Malaria,206757,4160,195515,77.22,4.66,25.61,22.1,46.7
426,Kenya,2014,51488798,Dengue,187408,2642,179861,52.38,2.38,57.77,26.1,73.3
427,Kenya,2015,50363331,Yellow Fever,7234,447,6645,36.92,6.65,63.16,26.1,71.3
428,Kenya,2016,52977558,Ebola,2120,363,1701,89.42,4.05,61.09,22.1,66.9
429,Kenya,2017,52082801,Measles,8700,151,8171,66.95,2.95,21.81,25.2,66.0
430,Kenya,2018,51979937,Dengue,107732,1546,101645,61.39,2.55,24.85,22.2,45.4
431,Kenya,2019,54057007,Zika,11224,9,11111,55.46,2.58,31.86,27.6,63.3
432,Kenya,2020,54668933,Yellow Fever,17256,1247,15208,17.05,5.08,24.09,22.4,54.3
433,Kenya,2021,56111158,Measles,4564,118,4405,60.02,5.3,34.47,24.3,49.8
434,Kenya,2022,54043757,Hepatitis A,39383,52,38290,60.44,5.25,29.45,25.1,71.1
435,Kenya,2023,55976197,Influenza,248415,360,238603,69.35,2.77,25.75,25.3,64.9
436,Kenya,2024,57524088,Zika,17342,6,17297,71.14,5.97,51.22,27.9,53.9
437,Kenya,2025,58360259,Zika,6259,5,6007,65.05,5.54,43.63,24.4,47.7
438,Ethiopia,2007,99052208,Measles,132239,3475,125230,60.05,3.74,47.23,25.0,42.9
439,Ethiopia,2008,99813118,Zika,12702,11,12140,91.65,4.92,52.52,27.5,73.1
440,Ethiopia,2009,103907858,Measles,90647,1525,85034,63.28,2.91,28.33,28.9,46.6
441,Ethiopia,2010,102111666,Ebola,4352,936,3259,47.55,5.75,20.53,22.8,53.4
442,Ethiopia,2011,106811144,Malaria,24187,608,23170,78.91,3.01,41.62,26.5,55.6
443,Ethiopia,2012,106066174,Influenza,150196,106,148406,52.47,3.93,35.9,24.3,72.3
444,Ethiopia,2013,108645305,Yellow Fever,4108,110,3990,6.04,4.14,35.07,23.5,54.9
445,Ethiopia,2014,106950714,Measles,43008,1124,41569,65.17,4.23,55.86,29.8,68.5
446,Ethiopia,2015,112435783,Malaria,51603,830,48704,75.97,3.23,38.84,26.0,58.7
447,Ethiopia,2016,108723192,Zika,11077,2,10813,47.35,2.55,61.01,24.9,69.7
448,Ethiopia,2017,109234648,Influenza,500455,371,475940,60.44,5.51,49.82,22.6,69.3
449,Ethiopia,2018,111822551,Influenza,323124,448,317226,82.98,5.48,32.9,23.2,70.8
450,Ethiopia,2019,111631389,Dengue,40724,594,39577,45.06,3.89,62.8,27.9,54.0
451,Ethiopia,2020,112817487,Dengue,169935,1909,166372,45.96,2.39,47.14,28.8,41.0
452,Ethiopia,2021,113407451,Measles,34950,992,33113,61.68,2.47,33.89,29.8,66.3
453,Ethiopia,2022,116005629,Yellow Fever,29053,1873,26488,34.75,2.19,27.26,27.5,42.8
454,Ethiopia,2023,116576326,Malaria,398075,7431,388033,56.0,5.12,62.31,22.3,64.9
455,Ethiopia,2024,123238072,Yellow Fever,47517,3299,43033,18.19,2.85,33.3,22.5,60.2
456,Ethiopia,2025,118539624,COVID-19,7085348,63673,6718068,95.0,2.64,36.5,28.8,73.3
457,Argentina,2007,39333879,COVID-19,121170,1027,116689,0.0,7.42,51.69,23.1,63.4
458,Argentina,2008,40276624,COVID-19,3712664,36512,3545784,0.0,5.9,53.35,10.6,45.5
459,Argentina,2009,39641143,Ebola,828,267,544,53.86,4.7,49.25,14.1,42.9
460,Argentina,2010,40798477,Ebola,696,190,483,48.84,6.79,55.64,20.4,53.6
461,Argentina,2011,42117421,Dengue,18259,238,17169,67.47,5.27,68.76,20.1,49.2
462,Argentina,2012,42662130,Dengue,73117,494,71857,50.51,6.72,73.65,15.6,52.7
463,Argentina,2013,41977563,Measles,26036,352,25127,66.19,6.38,61.28,15.7,69.6
464,Argentina,2014,42906062,Yellow Fever,325,22,295,25.34,6.01,69.18,20.0,69.8
465,Argentina,2015,42699402,Cholera,10666,104,10363,52.32,5.13,71.39,14.0,69.3
466,Argentina,2016,41957579,Yellow Fever,15612,691,14488,15.65,6.47,56.8,10.8,72.6
467,Argentina,2017,44033674,Yellow Fever,17613,1145,15916,10.41,6.21,73.46,13.1,43.3
468,Argentina,2018,44828043,Yellow Fever,16467,592,15338,8.87,4.78,70.21,20.9,68.2
469,Argentina,2019,44980193,Yellow Fever,10399,728,9623,19.77,5.45,70.15,15.9,57.2
470,Argentina,2020,44963596,Dengue,56977,645,53897,46.45,5.37,55.4,24.9,61.0
471,Argentina,2021,46109107,Dengue,85930,595,82209,91.69,5.07,59.45,24.3,52.2
472,Argentina,2022,45813729,Zika,22191,12,21528,49.11,4.82,66.66,16.5,55.6
473,Argentina,2023,47242297,Hepatitis A,48277,51,47518,85.47,6.58,73.95,15.3,41.0
474,Argentina,2024,46628783,Influenza,53810,80,52865,52.8,4.26,53.51,13.2,47.6
475,Argentina,2025,47601655,Zika,4731,3,4494,63.17,4.5,50.13,14.9,53.4
476,Chile,2007,16211617,Hepatitis A,10851,8,10589,85.64,5.66,33.54,14.8,52.1
477,Chile,2008,16672525,Malaria,32737,350,32370,45.78,5.29,50.94,16.5,46.0
478,Chile,2009,17349243,Cholera,23975,580,22447,60.88,6.79,61.62,18.8,44.2
479,Chile,2010,17461590,COVID-19,779797,5691,763821,0.0,5.18,23.73,18.4,70.6
480,Chile,2011,16929609,Cholera,15974,243,14977,78.97,6.62,58.15,11.6,44.6
481,Chile,2012,17496102,COVID-19,560410,3382,556564,0.0,5.84,32.0,17.1,58.6
482,Chile,2013,18175594,COVID-19,74361,609,72255,0.0,6.38,43.83,17.4,55.2
483,Chile,2014,18391763,Dengue,8774,49,8404,88.37,5.07,29.26,21.8,52.2
484,Chile,2015,17847874,Measles,19723,316,18959,93.68,6.66,39.26,10.3,74.1
485,Chile,2016,18543746,Malaria,32893,483,31583,81.52,7.1,24.5,22.1,51.7
486,Chile,2017,18983155,Ebola,1521,413,1100,77.72,6.91,20.93,24.7,70.0
487,Chile,2018,18101393,Influenza,39896,66,38010,94.3,7.5,27.87,23.7,52.2
488,Chile,2019,18718530,COVID-19,661615,9784,635327,0.0,6.74,40.98,12.3,73.8
489,Chile,2020,18615371,Hepatitis A,13402,12,13357,47.57,7.51,55.34,17.5,73.5
490,Chile,2021,18713324,Zika,7526,1,7162,45.4,5.05,33.59,14.7,59.7
491,Chile,2022,18962293,COVID-19,519773,3010,503079,71.94,6.02,50.83,15.4,52.4
492,Chile,2023,19470313,Ebola,479,112,354,56.13,7.02,37.67,16.0,40.2
493,Chile,2024,19242802,Zika,599,1,576,42.92,4.82,26.49,21.1,57.3
494,Chile,2025,20136534,Cholera,37758,786,36506,45.7,4.1,42.76,15.9,72.4
495,Colombia,2007,46109621,Measles,47156,1238,44368,65.98,6.97,44.6,25.8,50.2
496,Colombia,2008,45240803,Malaria,88716,1445,84410,89.13,6.48,21.92,29.3,73.7
497,Colombia,2009,45598274,Ebola,2369,712,1591,65.27,7.43,26.3,28.3,63.0
498,Colombia,2010,47109626,Yellow Fever,15481,834,14195,33.2,4.27,21.33,27.9,48.1
499,Colombia,2011,47133053,Malaria,54994,1568,53256,53.78,4.15,53.75,25.5,53.1
500,Colombia,2012,46592265,Dengue,65339,860,61838,50.58,6.33,48.31,27.3,47.1
501,Colombia,2013,47167791,Influenza,20999,29,20601,74.02,6.23,26.2,22.5,55.0
502,Colombia,2014,48243649,Yellow Fever,537,20,508,34.9,4.63,32.96,26.3,48.4
503,Colombia,2015,48524886,Zika,8234,2,7918,47.66,6.19,53.02,29.4,63.2
504,Colombia,2016,47754102,Dengue,90680,940,85449,54.88,4.17,21.6,26.1,62.8
505,Colombia,2017,50336278,Yellow Fever,14967,717,13961,15.09,4.5,51.56,26.4,44.0
506,Colombia,2018,51442560,Malaria,50269,1038,46741,40.82,6.88,56.57,22.6,44.4
507,Colombia,2019,49931906,Influenza,249045,482,238435,89.37,7.44,39.96,24.4,52.8
508,Colombia,2020,51470150,Zika,7166,4,6813,52.68,6.97,29.48,25.0,68.6
509,Colombia,2021,50691316,Influenza,241785,491,236653,41.04,5.53,39.98,23.8,53.3
510,Colombia,2022,52525797,Yellow Fever,21718,598,20332,24.86,7.46,55.22,29.4,66.3
511,Colombia,2023,53971874,Malaria,78237,2416,74890,89.92,5.12,50.72,24.2,75.0
512,Colombia,2024,53297149,Zika,17513,13,17112,40.95,4.04,21.67,24.9,62.3
513,Colombia,2025,52181881,Zika,22758,12,22579,73.99,4.2,25.15,22.3,64.0
514,Peru,2007,28198982,Ebola,993,205,785,64.41,4.56,30.66,24.6,53.0
515,Peru,2008,29156630,Yellow Fever,5521,232,5209,6.0,4.96,24.78,23.7,51.0
516,Peru,2009,29956414,Zika,14606,9,13869,74.67,5.67,44.25,23.0,70.7
517,Peru,2010,30159826,Dengue,32038,445,30483,64.48,6.79,38.45,22.6,59.6
518,Peru,2011,30450801,Malaria,68955,836,67222,55.78,3.57,23.67,25.4,74.4
519,Peru,2012,31172410,Hepatitis A,53801,75,53662,49.18,2.37,43.17,26.2,53.6
520,Peru,2013,30599297,Yellow Fever,9414,407,8796,16.35,4.25,57.57,24.3,56.7
521,Peru,2014,31504763,Influenza,81080,161,79787,82.52,3.16,42.2,22.4,58.1
522,Peru,2015,32046553,Zika,3418,3,3310,45.47,3.42,25.33,24.2,55.4
523,Peru,2016,32507113,Influenza,150732,295,146369,83.94,2.03,57.46,22.2,47.1
524,Peru,2017,31923440,Hepatitis A,8957,6,8652,93.26,6.02,53.49,23.8,42.6
525,Peru,2018,31915198,Influenza,125042,261,120648,88.27,2.18,48.55,22.1,44.8
526,Peru,2019,32124767,Yellow Fever,10221,372,9628,19.63,5.06,51.95,22.3,64.1
527,Peru,2020,33166119,Hepatitis A,26307,18,25657,45.31,2.56,59.64,28.0,50.1
528,Peru,2021,33654803,Ebola,1620,391,1210,56.0,4.54,60.04,28.3,42.1
529,Peru,2022,33294925,COVID-19,1807793,12101,1777054,71.25,6.74,47.6,24.6,61.2
530,Peru,2023,33023015,Dengue,25994,358,25122,79.48,3.45,27.26,25.0,54.5
531,Peru,2024,35246534,Zika,4089,1,4033,46.8,5.92,49.49,23.0,65.9
532,Peru,2025,33802084,Measles,37673,984,35071,87.47,4.13,53.46,24.4,56.1
533,Venezuela,2007,24832907,Malaria,35832,735,34392,60.5,4.73,24.87,13.4,74.1
534,Venezuela,2008,24769686,Yellow Fever,6938,225,6574,33.52,4.62,57.78,21.4,42.1
535,Venezuela,2009,24813148,Ebola,1979,383,1532,57.7,5.54,43.15,22.9,74.7
536,Venezuela,2010,25235036,Malaria,16240,363,15452,47.69,6.37,38.82,10.1,44.1
537,Venezuela,2011,26185577,Measles,6533,147,6232,67.37,3.65,53.6,24.9,72.5
538,Venezuela,2012,26368590,Influenza,22226,16,21690,48.6,3.75,45.16,13.4,62.0
539,Venezuela,2013,26618716,Cholera,33124,800,31861,54.46,2.51,55.86,18.8,66.8
540,Venezuela,2014,26936570,COVID-19,450023,2968,436357,0.0,2.0,23.5,24.5,44.8
541,Venezuela,2015,26595785,Ebola,2223,626,1574,49.14,5.17,32.5,12.1,55.3
542,Venezuela,2016,27373968,Ebola,1849,517,1240,91.67,3.91,28.06,21.2,40.4
543,Venezuela,2017,26679012,Ebola,1714,646,1008,55.08,2.29,45.75,10.5,65.1
544,Venezuela,2018,27666075,Ebola,2554,869,1669,63.08,6.23,22.52,19.6,42.2
545,Venezuela,2019,27352636,Malaria,89302,1496,87743,76.55,4.08,50.05,10.9,46.8
546,Venezuela,2020,27607948,Zika,4253,3,4151,85.99,2.43,61.86,11.3,72.1
547,Venezuela,2021,27746626,Influenza,106629,213,101610,50.51,5.78,25.97,10.8,64.7
548,Venezuela,2022,28674263,Influenza,41452,86,40282,85.62,5.44,27.67,24.2,60.5
549,Venezuela,2023,28347612,Influenza,115155,222,113447,65.72,2.16,25.19,19.9,46.5
550,Venezuela,2024,28827462,Influenza,130184,266,128701,59.69,2.81,44.61,21.3,55.4
551,Venezuela,2025,29562412,Hepatitis A,52099,87,49666,67.88,4.1,54.83,24.3,54.0
552,Poland,2007,32720830,Dengue,20607,119,19672,47.78,5.38,56.88,16.9,63.1
553,Poland,2008,33320988,Cholera,6152,137,5804,78.43,7.65,65.05,22.5,64.7
554,Poland,2009,33689091,Malaria,67568,2056,65422,88.71,4.71,52.05,15.4,57.6
555,Poland,2010,34920394,Dengue,64008,562,60818,41.92,7.83,57.65,12.5,63.9
556,Poland,2011,33874846,Malaria,17426,516,16560,82.42,5.21,52.76,19.5,61.1
557,Poland,2012,35684027,Ebola,3245,1169,1962,54.18,6.06,63.44,23.1,55.2
558,Poland,2013,34638478,Ebola,2896,595,2299,57.85,6.54,62.87,15.4,41.3
559,Poland,2014,34904308,Yellow Fever,12116,787,11012,18.34,4.31,56.18,12.2,74.2
560,Poland,2015,37197558,Malaria,172505,3237,168264,50.54,5.04,54.1,17.7,69.9
561,Poland,2016,35528726,Cholera,19282,281,18997,51.39,7.13,64.72,14.1,56.2
562,Poland,2017,36273477,COVID-19,1244278,10706,1213686,0.0,7.29,49.55,22.8,57.5
563,Poland,2018,37637886,Zika,18454,7,18157,77.1,4.12,63.75,12.5,52.3
564,Poland,2019,38221845,Yellow Fever,7313,260,7013,11.57,7.46,68.01,24.8,74.3
565,Poland,2020,38572920,Zika,6110,1,5847,67.22,5.86,69.78,16.7,72.3
566,Poland,2021,37236285,Influenza,123221,106,119359,67.68,4.32,62.12,16.1,40.8
567,Poland,2022,38924994,Hepatitis A,12882,12,12307,49.64,7.75,72.64,14.8,50.3
568,Poland,2023,39060245,Dengue,20559,121,19963,92.94,4.03,45.97,20.2,70.3
569,Poland,2024,38523611,Ebola,92,19,72,85.23,7.08,55.9,20.7,57.9
570,Poland,2025,39037508,Ebola,1340,219,1115,75.31,4.3,71.98,17.4,48.6
571,Netherlands,2007,15106826,Measles,902,26,863,85.05,10.27,33.71,20.7,63.6
572,Netherlands,2008,15263225,Influenza,30288,51,28729,62.32,10.47,27.67,15.2,45.5
573,Netherlands,2009,15122639,Zika,2555,0,2520,82.79,11.16,49.25,15.3,56.1
574,Netherlands,2010,15709137,Dengue,24573,234,23429,87.99,11.88,22.52,18.5,48.7
575,Netherlands,2011,15247840,Measles,4086,131,3770,64.64,9.21,29.35,13.7,66.7
576,Netherlands,2012,15734004,Ebola,834,205,605,87.36,8.45,59.89,21.7,46.8
577,Netherlands,2013,16324508,Hepatitis A,17548,10,16944,67.67,10.5,25.02,21.3,46.4
578,Netherlands,2014,16470569,Dengue,15884,216,15063,51.73,10.01,34.4,18.0,43.6
579,Netherlands,2015,15893756,Measles,4219,90,4042,85.43,8.91,31.83,24.0,69.2
